Carbohydrate:,Fat,saturates,Salt (g),Protein g,Energy (kcal),Energy kg/kcal,Dietary fibre,Of which saturates,Carbohydrates:,Energy kcal,Carbohydrates,(kcal),Protein:,Carbohydrate g,Energy kJ,monounsaturates,Saturates,Energy value,Energy:,kcal,Proteins,Total Omega  3,reviews,Fiber,name,starch,Fibre (g),Protein,Protein (g),item_code,Energy  kJ,Mono unsaturates,and EPA,Energy (kJ),Trans Fat,price,Carbohydrate,Of which Sugars,Fibre,Carbohydrates (g),polyunsaturates,Country of Origin,sugars,unit,Energy,Total fat,Fibre g,Fat:,Polyunsaturates,Monounsaturates,rating,Polyols,Fat (g),Of which Saturates,Salt,Sodium,mono unsaturates,url,Energy kJ/kcal,Sugars,Starch,Of which sugars,Fat g,Salt g,Total Sugars,Salt:,Fats
,15.1g,,,,,,,,,245kcal,,,,,,,2.9g,,,,,,5,,Sainsbury's Sea Bream Fillets 180g,,,26.9g,,7767148,,,,,,£4.00/unit,<0.5g,,<0.5g,,,Packed in United Kingdom; Farmed in Turkey,,unit,1021kJ,,,,4.6g,4.3g,3.6,,,,0.15g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cod---white-fish/sainsburys-sea-bream-fillets-180g,,<0.5g,,,,,,,
,11.3g,,,,,,,,,195kcal,,,,,,,2.7g,,,,,,13,,Sainsbury's Butterflied Sea Bass 255g,,,20.3g,,7825136,,,,,,£5.00/unit,2.6g,,0.7g,,,Packed in United Kingdom; Farmed in Turkey,,unit,813kJ,,,,4.2g,4.0g,4.9231,,,,0.34g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cod---white-fish/sainsburys-butterflied-seabass-255g,,<0.5g,,,,,,,
,0.6g,,,,,,,,,75kcal,,,,,,,0.2g,,,,,,8,,Sainsbury's Lemon Sole Fillets (approx. 260g),,,16.2g,,16926,,,,,,£13.00/kg,1.0g,,<0.5g,,,Packed in United Kingdom; Caught in United Kingdom,,kg,319kJ,,,,,,2.75,,,,0.50g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cod---white-fish/sainsburys-lemon-sole-fillets-%28approx-260g%29,,<0.5g,,,,,,,
,10.5g,,,,,,,,,221kcal,,,,,,,0.7g,,,,,,13,,Sainsbury's Deliciously Free From Breaded Cod 300g,,,11.2g,,7819575,,,,,,£2.75/unit,20.3g,,<0.5g,,,"Produced in United Kingdom; Produced using Cod caught with hooks and lines in the Barents Sea, Norwegian Sea or Iceland Grounds.",,unit,924kJ,,,,2.7g,6.3g,3.3077,,,,0.79g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cod---white-fish/sainsburys-freefrom-breaded-cod-300g,,0g,20.3g,,,,,,
,2.1g,,,,,,,,,110kcal,,,,,,,0.4g,,,,,,0,,Sainsbury's Skinless & Boneless Cape Hake Fillets x2 220g,,,22.1g,,7904498,,,,,,£19.00/kg,<0.5g,,0.8g,,,Packed in United Kingdom; Caught in South-East Atlantic,,kg,463kJ,,,,,,0.0,,,,0.28g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1199676&urlRequestType=Base&categoryId=314364&catalogId=10146&langId=44,,<0.5g,,,,,,,
,17.1g,,,,,,,,,272kcal,,,,,,,10.1g,,,,,,6,,Sainsbury's Smoked Haddock Encroute with a Cheddar Cheese & Spinach Sauce 380g,,,9.4g,,7905597,,,,,,£4.00/unit,19.4g,,1.6g,,,"Produced in United Kingdom; Produced using Haddock caught with hooks and lines or trawls in the NE Atlantic (Barents Sea, Iceland Grounds, North Sea or Norwegian Grounds)",,unit,1136kJ,,,,1.1g,4.8g,3.8333,,,,1.02g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1199680&urlRequestType=Base&categoryId=314364&catalogId=10146&langId=44,,1.7g,17.7g,,,,,,
,10.8g,,,,,,,,,242kcal,,,,,,,1.0g,,,,,,1,,Sainsbury's Breaded Plaice Fillets x2 300g,,,13.6g,,7918962,,,,,,£3.00/unit,22.3g,,0.7g,,,Produced in United Kingdom,,unit,1016kJ,,,,3.1g,6.2g,3.0,,,,0.81g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1234210&urlRequestType=Base&categoryId=314364&catalogId=10146&langId=44,,1.5g,20.9g,,,,,,
,7.2g,,,,,,,,,163kcal,,,,,,,0.5g,,,,,,0,,Sainsbury's Lightly Dusted Cod Fillets x2 255g,,,14.3g,,7932001,,,,,,£3.25/unit,10.0g,,<0.5g,,,"Produced in United Kingdom; Produced using cod caught using hooks and lines or trawls in the North East Atlantic (Barents Sea, Iceland and Faroes Grounds, Norwegian Sea, Spitzbergen and Bear Island)",,unit,683kJ,,,,1.7g,4.4g,0.0,,,,0.80g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1241488&urlRequestType=Base&categoryId=314364&catalogId=10146&langId=44,,<0.5g,9.5g,,,,,,
,9.4g,,,,,,,,,244kcal,,,,,,,0.7g,,,,,,1,,Sainsbury's Breaded Cod x 2 300g,,,13.4g,,7944956,,,,,,£1.95/unit,26.0g,,0.8g,,,"Produced in United Kingdom; Produced using cod caught by hooks and lines or trawls in the NE Atlantic (Barents Sea, Iceland and Faroes Grounds, Norwegian Sea, Spitzbergen and Bear Island)",,unit,1023kJ,,,,2.4g,5.6g,1.0,,,,0.90g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1255032&urlRequestType=Base&categoryId=314364&catalogId=10146&langId=44,,1.2g,24.7g,,,,,,
,9.1g,,,,,,,,,220kcal,,,,,,,0.6g,,,,,,0,,Sainsbury's Southern Fried Cod Goujons 200g,,,14.3g,,7853656,,,,,,£2.25/unit,20.0g,,0.7g,,,"Produced in United Kingdom; Caught in North-East Atlantic; Produced using cod caught in the North East Atlantic (Barents Sea, Iceland and Faroes Grounds, Norwegian Sea, Spitzbergen and Bear Island) using hooks and lines or trawls.",,unit,924kJ,,,,2.3g,5.4g,0.0,,,,0.85g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cod---white-fish/sainsburys-southern-fried-cod-goujons-200g,,0.8g,19.1g,,,,,,
,<0.5g,,,,,,,,,67kcal,,,,,,,0.2g,,,,,,2,,Sainsbury's Fishmonger's Whiting Fillets (approx 220g),,,15.2g,,7890066,,,,,,£11.50/kg,<0.5g,,<0.5g,,,Produced in United Kingdom,,kg,283kJ,,,,<0.1g,<0.1g,3.5,,,,0.30g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cod---white-fish/sainsburys-fishmongers-whiting-fillets,,<0.5g,,,,,,,
,11.9g,,,,,,,,,181kcal,,,,,,,6.8g,,,,,,1,,J. James Cod In Parsley Sauce 380g,,,12.4g,,7944950,,,,,,£3.00/unit,6.0g,,<0.5g,,,"Produced in United Kingdom; Produced using cod caught by hooks and lines or trawls in the NE Atlantic (Barents Sea, Iceland and Faroes Grounds, Norwegian Sea, Spitzbergen and Bear Island)",,unit,754kJ,,,,0.6g,3.0g,5.0,,,,0.74g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1255030&urlRequestType=Base&categoryId=314364&catalogId=10146&langId=44,,0.8g,5.2g,,,,,,
,9.3g,,,,,,,,,216kcal,,,,,,,0.8g,,,,,,0,,Sainsbury's Battered Cod & Chips 400g,,,8.6g,,7933617,,,,,,£3.25/unit,23.6g,,1.9g,,,"Produced in United Kingdom; Produced using cod caught using hooks and lines or trawls in the North East Atlantic (Barents Sea, Iceland and Faroes Grounds, Norwegian Sea, Spitzbergen and Bear Island)",,unit,907kJ,,,,2.9g,4.9g,0.0,,,,0.63g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1243674&urlRequestType=Base&categoryId=314364&catalogId=10146&langId=44,,0.6g,23.0g,,,,,,
,23.2g,,,,,,,,,300kcal,,,,,,,4.6g,,,,,,15,,"Sainsbury's British Smoked Boneless Mackerel, Taste the Difference (approx. 140g)",,,21.1g,,7335077,,,,,,£22.00/kg,1.4g,,<0.5g,,,Produced in United Kingdom,,kg,1245kJ,,,,6.7g,10.8g,4.4,,,,1.53g,,,https://www.sainsburys.co.uk/shop/gb/groceries/mackeral--sardines---herring/sainsburys-smoked-mackerel--boneless--taste-the-difference-%28approx-130g%29,,<0.5g,,,,,,,
,23.8g,,,,,,,,,304kcal,,,,,,,5.1g,,,,,,9,,Sainsbury's British Hot Smoked Peppered Mackerel Fillets x2 (approx. 280g),,,20.2g,,20022,,,,,,£14.00/kg,1.9g,,<0.5g,,,Produced in United Kingdom; Caught in United Kingdom,,kg,1260kJ,,,,6.1g,11.3g,4.3333,,,,1.55g,,,https://www.sainsburys.co.uk/shop/gb/groceries/mackeral--sardines---herring/sainsburys-hot-smoked--peppered-mackerel-fillets-x2-%28approx-250g%29,,<0.5g,,,,,,,
,24.5g,,,,,,,,,285kcal,,,,,,,6.9g,,,,,,12,,Sainsbury's British Mackerel Fillets x2 180g,,,15.7g,,7774358,,,,,,£2.25/unit,<0.5g,,<0.5g,,,Produced in United Kingdom; Packed in United Kingdom,,unit,1179kJ,,,,,,4.1667,,,,0.43g,,,https://www.sainsburys.co.uk/shop/gb/groceries/mackeral--sardines---herring/sainsburys-british-mackerel-fillets-x2-180g,,<0.5g,,,,,,,
,22.2g,,,,,,,,,284kcal,,,,,,,4.9g,,,,,,7,,Sainsbury's British Smoked Mackerel Fillets Selection (approx. 180g),,,20.8g,,79686,,,,,,£18.00/kg,<0.5g,,<0.5g,,,Produced in United Kingdom,,kg,1181kJ,,,,,,3.8571,,,,1.98g,,,https://www.sainsburys.co.uk/shop/gb/groceries/mackeral--sardines---herring/sainsburys-smoked-mackerel-fillets-selection-%28approx-220g%29,,<0.5g,,,,,,,
,21.3g,,,,,,,,,276kcal,,,,,,,5.3g,,,,,,6,,Sainsbury's Kippers Boil In The Bag With Butter (Not Boneless) 220g,,,21.1g,,1062571,,,,,,£2.00/unit,0g,,0g,,,Caught in North-East Atlantic; Produced using Herring caught in the North East Atlantic,,unit,1146kJ,,,,5.1g,9.7g,3.6667,,,,1.92g,,,https://www.sainsburys.co.uk/shop/gb/groceries/mackeral--sardines---herring/sainsburys-boil-in-the-bag-kippers-with-butter-%28not-boneless%29-220g,,0g,,,,,,,
,17.0g,,,,,,,,,229kcal,,,,,,,3.6g,,,,,,13,,"Sainsbury's Kipper Fillets, Taste the Difference (approx. 280g)",,,16.9g,,7779175,,,,,,£7.50/kg,1.8g,,<0.5g,,,Produced in United Kingdom; Caught in United Kingdom,,kg,951kJ,,,,,,3.8462,,,,1.83g,,,https://www.sainsburys.co.uk/shop/gb/groceries/mackeral--sardines---herring/sainsburys-kipper-fillets--taste-the-difference-%28approx-280g%29,,<0.5g,,,,,,,
,18.4g,,,,,,,,,282kcal,,,,,,,5.3g,,,,,,9,,Sainsbury's Cornish Sardine Fillets 180g,,,27.7g,,7773949,,,,,0.8g,£1.95/unit,1.2g,,<0.5g,,,Produced in United Kingdom,,unit,1176kJ,,,,5.8g,6.4g,3.7778,,,,0.30g,,,https://www.sainsburys.co.uk/shop/gb/groceries/mackeral--sardines---herring/sainsburys-cornish-sardine-fillets-180g,,<0.5g,,,,,,,
14.0g,,,,,,,,,,12.0g,,,11.0g,,,,,,984kJ/236kcal,,,,8,,Silver Tide Roll Mop Herring 380g,,,,,7771060,,,,,,£2.00/unit,,,,,,,,unit,,,,13.0g,,,3.625,,,,2.3g,,,https://www.sainsburys.co.uk/shop/gb/groceries/mackeral--sardines---herring/silver-tide-roll-mop-herring-380g,,,,,,,,,
,28.8g,,,,,,,,,347kcal,,,,,,,6.5g,,,,,,10,,Sainsbury's Lightly Smoked Mackerel 170g,,,21.3g,,7774022,,,,,,£2.50/unit,<0.5g,,<0.5g,,,Produced in United Kingdom; Packed in United Kingdom,,unit,1439kJ,,,,7.5g,13.5g,3.8,,,,1.75g,,,https://www.sainsburys.co.uk/shop/gb/groceries/mackeral--sardines---herring/sainsburys-lightly-smoked-mackerel-170g,,<0.5g,,,,,,,
,28.9g,,,,,,,,,364kcal,,,,,,,6.6g,,,,,,6,,Sainsbury's Honey Smoked Mackerel (approx. 250g),,,20.5g,,7774024,,,,,0.1g,£14.00/kg,5.1g,,<0.5g,,,Packed in United Kingdom; Produced in United Kingdom,,kg,1509kJ,,,,8.2g,12.8g,4.5,,,,2.38g,,,https://www.sainsburys.co.uk/shop/gb/groceries/mackeral--sardines---herring/sainsburys-maple-hot-smoked-mackerel-%28approx-280g%29,,2.8g,,,,,,,
,28.6g,,,,,,,,,346kcal,,,,,,,6.5g,,,,,,4,,Sainsbury's British Hot Smoked Mackerel Fillets 140g,,,19.8g,,7916887,,,,,,£1.65/unit,2.1g,,<0.5g,,,Produced in United Kingdom,,unit,1435kJ,,,,8.5g,12.0g,4.0,,,,1.80g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1220710&urlRequestType=Base&categoryId=314365&catalogId=10206&langId=44,,<0.5g,,,,,,,
,9.2g,,,,,,,,,19.1g,,,,,,,,,,,,,10,,Silver Tide Marinated Herring & Dill 380g,,,9.1g,,7769932,,,,,,£2.25/unit,19.7g,,,,,,,unit,827.8kJ/198kcal,,,,,,4.6,,,,1.10g,,,https://www.sainsburys.co.uk/shop/gb/groceries/mackeral--sardines---herring/silver-tide-marinated-herring---dill-380g,,,,,,,,,
,24.2g,,,,,,,,,314kcal,,,,,,,5.0g,,,,,,0,,Sainsbury's Smoked Mackerel Flakes With Pepper 100g,,,22.1g,,7803219,,,,,0.5g,£1.65/unit,1.6g,,<0.5g,,,Produced in United Kingdom; Packed in United Kingdom,,unit,1302kJ,,,,6.1g,11.9g,0.0,,,,1.83g,,,https://www.sainsburys.co.uk/shop/gb/groceries/mackeral--sardines---herring/sainsburys-smoked-mackerel-flakes-with-pepper-100g,,<0.5g,,,,,,,
,27.7g,,,,,,,,,352kcal,,,,,,,6.5g,,,,,,4,,Sainsbury's Harissa Smoked Mackerel (approx. 250g),,,20.6g,,7774353,,,,,,£14.00/kg,4.9g,,<0.5g,,,Produced in United Kingdom; Packed in United Kingdom,,kg,1462kJ,,,,7.0g,13.0g,5.0,,,,2.10g,,,https://www.sainsburys.co.uk/shop/gb/groceries/mackeral--sardines---herring/sainsburys-harissa-smoked-mackerel-%28approx-280g%29,,<0.5g,,,,,,,
,21.6g,,,,,,,,,295kcal,,,,,,,4.7g,,,,,,6,,Sainsbury's Smoked Peppered Herring (approx. 150g),,,22.8g,,7628809,,,,,,£11.50/kg,2.1g,,<0.5g,,,Produced in United Kingdom; Caught in United Kingdom,,kg,1227kJ,,,,5.6g,10.3g,3.0,,,,1.80g,,,https://www.sainsburys.co.uk/shop/gb/groceries/mackeral--sardines---herring/sainsburys-smoked-peppered-herring-%28approx%29,,<0.5g,,,,,,,
,9.8g,,,,,,,,,200kcal,,,,,,,2.7g,,,,,,50,,Sainsbury's Fishcakes Melting Middle Smoked Haddock with Cheddar & Leek Taste the Difference x2 290g,,,9.7g,,7442857,,,,,,£2.50/unit,17.8g,,0.9g,,,"Produced in United Kingdom; Produced using Produced in the UK using haddock caught with hooks and lines in the North Sea, Barents Sea, Norwegian Sea or Iceland Grounds",,unit,836kJ,,,,2.0g,4.1g,4.26,,,,0.67g,,,https://www.sainsburys.co.uk/shop/gb/groceries/fishcakes-breaded-fish/sainsburys-melting-middle-smoked-haddock-with-cheddar---leek-fishcakes--taste-the-difference-x2-290g,,1.1g,16.7g,,,,,,
,8.1g,,,,,,,,,195kcal,,,,,,,0.6g,,,,,,28,,"Sainsbury's Breaded Chunky Cod, Taste the Difference x2 350g",,,15.4g,,7441195,,,,,,£3.50/unit,14.6g,,1.0g,,,Produced in United Kingdom,,unit,817kJ,,,,1.9g,5.0g,4.0,,,,0.57g,,,https://www.sainsburys.co.uk/shop/gb/groceries/fishcakes-breaded-fish/sainsburys-breaded-chunky-cod--taste-the-difference-x2-350g,,1.0g,13.6g,,,,,,
,9.2g,,,,,,,,,198kcal,,,,,,,2.2g,,,,,,21,,Sainsbury's Fishcakes Melting Middle Cod & Parsley Sauce Fishcakes Taste the Difference x2 290g,,,10.1g,,7442835,,,,,,£2.00/unit,18.5g,,0.6g,,,"Produced in United Kingdom; Produced using cod caught by hooks and lines in the NE Atlantic (Barents Sea, Norwegian Sea or Iceland Grounds)",,unit,832kJ,,,,1.8g,4.4g,3.1905,,,,0.41g,,,https://www.sainsburys.co.uk/shop/gb/groceries/fishcakes-breaded-fish/sainsburys-melting-middle-cod---parsley-sauce-fishcakes--taste-the-difference-x2-290g,,1.6g,16.9g,,,,,,
,7.4g,,,,,,,,,192kcal,,,,,,,0.8g,,,,,,18,,Sainsbury's Lightly Dusted Lemon Sole x2 265g,,,16.5g,,7442641,,4.3g,,,,£4.75/unit,14.3g,,1.2g,,,Produced in United Kingdom,,unit,807kJ,,,,1.9g,,3.3333,,,,0.75g,,,https://www.sainsburys.co.uk/shop/gb/groceries/fishcakes-breaded-fish/sainsburys-lightly-dusted-lemon-sole-x2-265g,,,14.2g,,,,<0.5g,,
,10.1g,,,,,,,,,208kcal,,,,,,,1.1g,,,,,,45,,"Sainsbury's Fishcakes Salmon & Ginger, Taste the Difference x2 300g",,,10.7g,,7587904,,,,,,£2.50/unit,17.8g,,1.8g,,,Produced in United Kingdom; Produced using farmed Scottish (UK) salmon,,unit,870kJ,,,,2.6g,5.2g,3.2222,,,,0.93g,,,https://www.sainsburys.co.uk/shop/gb/groceries/fishcakes-breaded-fish/sainsburys-salmon---ginger-fishcakes-x2-300g,,3.5g,14.3g,,,,,,
,8.1g,,,,,,,,,180kcal,,,,,,,1.7g,,,,,,13,,Sainsbury's Cod Fishcakes x2 270g,,,11.0g,,7587839,,,,,,£1.45/unit,15.4g,,0.9g,,,"Produced in United Kingdom; Produced using cod caught using hooks and lines or trawls in the North East Atlantic (Barents Sea, Iceland and Faroes Grounds, Norwegian Sea, Spitzbergen and Bear Island)",,unit,753kJ,,,,2.2g,3.5g,2.7692,,,,0.28g,,,https://www.sainsburys.co.uk/shop/gb/groceries/fishcakes-breaded-fish/sainsburys-cod-fishcakes-x2-270g,,1.0g,14.4g,,,,,,
,10.6g,,,,,,,,,212kcal,,,,,,,1.8g,,,,,,22,,Sainsbury's Fishcakes Scottish Salmon x2 270g,,,11.7g,,7587841,,,,,,£1.45/unit,17.0g,,1.0g,,,Produced in United Kingdom; Produced using farmed Scottish (UK) salmon,,unit,887kJ,,,,2.5g,5.1g,4.5455,,,,0.27g,,,https://www.sainsburys.co.uk/shop/gb/groceries/fishcakes-breaded-fish/sainsburys-scottish-salmon-fishcakes-x2-270g,,1.2g,15.8g,,,,,,
,7.1g,,,,,,,,,177kcal,,,,,,,1.5g,,,,,,44,,"Sainsbury's Fishcakes King Prawn & Lemongrass, Taste the Difference x2 300g",,,7.4g,,7587937,,,,,,£2.50/unit,20.5g,,0.9g,,,"Produced in United Kingdom; Produced using Produced in the UK with pollock trawl caught in the North East Pacific Ocean and prawns farmed in Vietnam, Thailand or Belize",,unit,744kJ,,,,1.4g,3.7g,3.3636,,,,0.69g,,,https://www.sainsburys.co.uk/shop/gb/groceries/fishcakes-breaded-fish/sainsburys-king-prawn---lemongrass-fishcakes--taste-the-difference-x2-300g,,1.7g,18.9g,,,,,,
,7.9g,,,,,,,,,185kcal,,,,,,,1.0g,,,,,,8,,Sainsbury's Fishcakes Haddock x2 270g,,,10.9g,,7587893,,,,,,£1.45/unit,17.2g,,0.7g,,,"Produced in United Kingdom; Produced using haddock caught using hooks and lines or trawls in the North East Atlantic (Barents Sea, Iceland and Faroes Grounds, Norwegian Sea, Spitzbergen and Bear Island).",,unit,775kJ,,,,1.8g,4.4g,3.75,,,,0.37g,,,https://www.sainsburys.co.uk/shop/gb/groceries/fishcakes-breaded-fish/sainsburys-haddock-fishcakes-x2-270g,,1.3g,15.9g,,,,,,
,7.0g,,,,,,,,,191kcal,,,,,,,0.7g,,,,,,7,,Sainsbury's Breaded Cod Fillets x2 300g,,,13.3g,,7441185,,,,,,£3.00/unit,18.3g,,1.0g,,,Produced in United Kingdom; Caught in North-East Atlantic; Produced using Cod caught in the North East Atlantic Ocean.,,unit,804kJ,,,,1.9g,4.1g,4.0,,,,0.76g,,,https://www.sainsburys.co.uk/shop/gb/groceries/fishcakes-breaded-fish/sainsburys-breaded-cod-fillets-x2-300g,,1.3g,17.0g,,,,,,
,7.3g,,,,,,,,,170kcal,,,,,,,1.2g,,,,,,25,,Sainsbury's Lightly Dusted Basa Fillet x2 310g,,,14.7g,,7620631,,,,,,£3.00/unit,10.8g,,1.0g,,,Farmed in Vietnam; Packed in United Kingdom,,unit,713kJ,,,,1.7g,4.1g,4.64,,,,0.91g,,,https://www.sainsburys.co.uk/shop/gb/groceries/fishcakes-breaded-fish/sainsburys-lightly-dusted-river-cobbler-260g,,0.6g,10.2g,,,,,,
,9.1g,,,,,,,,,218kcal,,,,,,,0.7g,,,,,,10,,Sainsbury's Cod Fillet Fish Fingers x6 300g,,,14.6g,,7717966,,,,,,£2.95/unit,19.0g,,1.1g,,,Produced in United Kingdom,,unit,916kJ,,,,2.1g,5.5g,3.4,,,,0.67g,,,https://www.sainsburys.co.uk/shop/gb/groceries/fishcakes-breaded-fish/sainsburys-cod-fillet-fish-fingers-x6-300g,,1.3g,17.7g,,,,,,
,6.6g,,,,,,,,,190kcal,,,,,,,0.6g,,,,,,7,,Sainsbury's Breaded Haddock Fillets x2 300g,,,12.3g,,7441161,,,,,,£3.25/unit,19.8g,,1.1g,,,Produced in United Kingdom; Caught in North-East Atlantic; Produced using Haddock caught in the North East Atlantic Ocean,,unit,799kJ,,,,1.8g,3.9g,3.1429,,,,0.78g,,,https://www.sainsburys.co.uk/shop/gb/groceries/fishcakes-breaded-fish/sainsburys-breaded-haddock-fillets-x2-300g,,1.4g,18.4g,,,,,,
,11.7g,,,,,,,,,277kcal,,,,,,,0.9g,,,,,,5,,Sainsbury's Lemon & Herb Breaded Cod Goujons 200g,,,14.2g,,7771948,,,,,,£2.50/unit,27.9g,,1.5g,,,"Produced in United Kingdom; Produced using cod caught in the N.E. Atlantic (Barents Sea, Iceland and Faroes Grounds, Norwegian Sea, Spitzbergen, and Bear Island) using hooks and lines or trawls.",,unit,1161kJ,,,,3.0g,7.0g,4.4,,,,0.73g,,,https://www.sainsburys.co.uk/shop/gb/groceries/fishcakes-breaded-fish/sainsburys-lemon---herb-breaded-cod-goujons-200g,,2.0g,25.9g,,,,,,
,10.5g,,,,,,,,,221kcal,,,,,,,0.7g,,,,,,13,,Sainsbury's Deliciously Free From Breaded Cod 300g,,,11.2g,,7819575,,,,,,£2.75/unit,20.3g,,<0.5g,,,"Produced in United Kingdom; Produced using Cod caught with hooks and lines in the Barents Sea, Norwegian Sea or Iceland Grounds.",,unit,924kJ,,,,2.7g,6.3g,3.3077,,,,0.79g,,,https://www.sainsburys.co.uk/shop/gb/groceries/fishcakes-breaded-fish/sainsburys-freefrom-breaded-cod-300g,,0g,20.3g,,,,,,
,,,1.45,,176,,,,,0.9,,,,,,,,,,,,,11,,Whitby Jumbo Scampi 200g,,0.6,,8.5,7843632,,,,740,,£3.35/unit,,,,18.4,,,,unit,,,,,,,2.6364,,7.5,,,,,https://www.sainsburys.co.uk/shop/gb/groceries/fishcakes-breaded-fish/whitby-jumbo-scampi-200g,,,,,,,,,
,12.8g,,,,,,,,,281kcal,,,,,,,1.0g,,,,,,3,,Sainsbury's Sweet Chilli Breaded Prawns 180g,,,18.2g,,7771953,,,,,,£2.75/unit,22.8g,,1.1g,,,"Produced in United Kingdom; Produced using Produced in the UK using prawns farmed in Belize, Thailand and Vietnam",,unit,1180kJ,,,,3.5g,7.4g,4.6667,,,,1.20g,,,https://www.sainsburys.co.uk/shop/gb/groceries/fishcakes-breaded-fish/sainsburys-sweet-chilli-breaded-prawns-180g,,4.8g,18.0g,,,,,,
,15.6g,,,,,,,,,262kcal,,,,,,,1.1g,,,,,,4,,Sainsbury's Beer Battered Haddock Goujons 200g,,,11.6g,,7851234,,,,,,£2.95/unit,18.3g,,0.8g,,,"Produced in United Kingdom; Caught in North-East Atlantic; Produced using haddock caught in the North East Atlantic (Barents Sea, Iceland and Faroes Grounds, Norwegian Sea, Spitzbergen and Bear Island) using hooks and lines or trawls.",,unit,1093kJ,,,,4.2g,9.0g,4.0,,,,0.85g,,,https://www.sainsburys.co.uk/shop/gb/groceries/fishcakes-breaded-fish/sainsburys-beer-battered-haddock-goujons-200g,,0.8g,17.5g,,,,,,
,8.0g,,,,,,,,,180kcal,,,,,,,1.1g,,,,,,4,,Sainsbury's Deliciously Free From Haddock Fishcakes 270g,,,10.6g,,7819717,,,,,,£2.40/unit,15.8g,,1.0g,,,"Produced in United Kingdom; Produced using haddock caught using hooks and lines or trawls in the North East Atlantic (Barents Sea, Iceland and Faroes Grounds, Norwegian Sea, Spitzbergen and Bear Island)",,unit,753kJ,,,,1.8g,4.5g,3.25,,,,0.59g,,,https://www.sainsburys.co.uk/shop/gb/groceries/fishcakes-breaded-fish/sainsburys-freefrom-haddock-fishcake-270g,,<0.5g,15.4g,,,,,,
,6.0g,,,,,,,,,173kcal,,,,,,,0.5g,,,,,,15,,"Sainsbury's Mediterranean Tuna Fishcakes, Taste the Difference 300g",,,10.6g,,7887890,,,,,,£2.00/unit,18.1g,,1.7g,,,"Produced in United Kingdom; Produced using Yellowfin tuna caught by hooks and lines in the Western Indian Ocean, Eastern Indian Ocean, Western Central Pacific Ocean or Eastern Central Pacific Ocean",,unit,725kJ,,,,1.5g,3.5g,2.6,,,,0.85g,,,https://www.sainsburys.co.uk/shop/gb/groceries/fishcakes-breaded-fish/sainsburys-mediterranean-tuna-fishcakes--taste-the-difference-300g,,2.4g,15.7g,,,,,,
,,,1.9,,259,,,,,1.4,,,,,,,,,,,,,6,,Whitby Breaded Calamari Rings 200g,,2.3,,9.6,7843021,,,,1082,,£3.00/unit,,,,23,,,,unit,,,,,,,3.3333,,14,,,,,https://www.sainsburys.co.uk/shop/gb/groceries/fishcakes-breaded-fish/whitby-breaded-calamari-rings-200g,,,,,,,,,
,8.9g,,,,,,,,,178kcal,,,,,,,2.1g,,,,,,3,,Sainsbury's Deliciously Free From Cod & Parsley Melting Middle Fishcakes 280g,,,10.3g,,7819706,,,,,,£2.75/unit,13.7g,,1.0g,,,"Packed in Scotland, United Kingdom; Produced using cod caught using hooks and lines or trawls in the North East Atlantic (Barents Sea, Iceland and Faroes Grounds, Norwegian Sea, Spitzbergen and Bear Island)",,unit,743kJ,,,,1.7g,4.3g,4.0,,,,0.54g,,,https://www.sainsburys.co.uk/shop/gb/groceries/fishcakes-breaded-fish/sainsburys-freefrom-cod---parsley-melting-middle-fishcakes-280g,,<0.5g,13.2g,,,,,,
,10.0g,,,,,,,,,210kcal,,,,,,,2.9g,,,,,,13,,"Sainsbury's Thai Style Crab Cakes, Taste the Difference 300g",,,8.7g,,7889051,,,,,,£2.25/unit,20.5g,,1.8g,,,"Produced in United Kingdom; Produced using crab caught by pots and traps in the North East Atlantic (West of Scotland, Irish Sea, West of Ireland, Celtic Sea North or North Sea) and Pollock caught using trawls in the North East Pacific Ocean.",,unit,880kJ,,,,1.9g,4.3g,3.0,,,,0.75g,,,https://www.sainsburys.co.uk/shop/gb/groceries/fishcakes-breaded-fish/sainsburys-thai-style-crab-cakes--taste-the-difference-300g,,4.6g,15.9g,,,,,,
